player_name,role,total_runs,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,percentage
JWA Taylor,Batter,879,1105,0,0,0,511,511,0,291,220,3,England,"442,60%"
S Bau,Batter,874,1483,13,492,613,63,63,0,12,51,2,Papua New Guinea,"370,65%"
RR Pant,Batter,871,846,0,0,0,576,576,0,357,219,1,India,"507,28%"
TT Bresnan,Batter,871,984,120,3879,4300,517,517,0,295,222,0,England,"469,54%"
PD Salt,Batter,866,770,0,0,0,495,495,0,284,211,0,England,"528,69%"
DS Airee,Batter,861,1217,46,1287,1919,65,65,0,33,32,2,Nepal,"414,14%"
TD Paine,Batter,861,1250,0,0,0,521,521,0,363,158,1,Australia,"407,09%"
PWH de Silva,Batter,859,836,85,2164,2482,478,478,0,221,257,4,Sri Lanka,"506,49%"
Rameez Shahzad,Batter,848,1118,0,34,34,99,99,0,34,65,1,United Arab Emirates,"430,89%"
Shoaib Khan,Batter,843,1025,2,131,146,51,51,0,27,24,2,Oman,"450,80%"
SSJ Brooks,Batter,842,1150,0,0,0,430,430,0,166,264,2,West Indies,"422,48%"
JJ Smit,Batter,839,1167,39,794,1134,54,54,0,25,29,1,Namibia,"418,25%"
CN Nation,Batter,831,1526,0,9,6,428,428,0,165,263,0,West Indies,"352,27%"
TM Odoyo,Batter,830,1201,45,1172,1635,38,38,0,13,25,2,Kenya,"408,46%"
VS Solanki,Batter,829,1194,1,80,84,518,518,0,295,223,1,England,"409,38%"
VVS Laxman,Batter,828,1142,0,0,0,570,570,0,353,217,2,India,"420,30%"
BM Halliday,Batter,828,1172,7,209,223,428,428,0,222,206,0,New Zealand,"413,79%"
AL Phehlukwayo,Batter,827,996,96,3003,3189,470,470,0,290,180,1,South Africa,"453,65%"
SHT Kandamby,Batter,827,1198,2,175,177,510,510,0,237,273,0,Sri Lanka,"407,99%"
PJ Hughes,Batter,826,1118,0,0,0,544,544,0,381,163,2,Australia,"424,68%"
O Prendergast,Batter,821,1104,18,616,733,162,162,0,58,104,1,Ireland,"426,49%"
W Barresi,Batter,820,1076,0,13,6,90,90,0,29,61,0,Netherlands,"432,49%"
JA Rudolph,Batter,820,1228,0,0,0,445,445,0,272,173,0,South Africa,"400,20%"
L Goodall,Batter,817,1364,0,0,0,471,471,0,290,181,1,South Africa,"374,26%"
YK Pathan,Batter,810,736,37,1379,1517,579,579,0,360,219,2,India,"521,91%"
MF Maharoof,Batter,799,991,118,3113,3911,510,510,0,237,273,6,Sri Lanka,"445,87%"
AC Voges,Batter,798,956,6,240,247,544,544,0,381,163,2,Australia,"454,44%"
JN Loftie-Eaton,Batter,796,1072,22,498,542,55,55,0,26,29,2,Namibia,"425,67%"
SIR Dunkley,Batter,789,993,1,1,4,513,513,0,292,221,2,England,"442,76%"
Sharjeel Khan,Batter,787,692,0,0,0,462,462,0,223,239,0,Pakistan,"531,76%"
T Brits,Batter,786,1137,0,0,0,453,453,0,278,175,1,South Africa,"408,52%"
A Steyn,Batter,781,1278,0,0,0,438,438,0,270,168,1,South Africa,"379,13%"
A Hunter,Batter,776,950,0,0,0,162,162,0,58,104,1,Ireland,"449,59%"
SA Yadav,Batter,773,751,0,17,12,553,553,0,341,212,0,India,"506,89%"
N Vanua,Batter,769,974,56,1880,2223,63,63,0,12,51,1,Papua New Guinea,"440,44%"
CA Ingram,Batter,761,935,0,17,6,456,456,0,280,176,3,South Africa,"448,44%"
AG Prince,Batter,761,1126,0,3,12,466,466,0,286,180,1,South Africa,"403,07%"
Towhid Hridoy,Batter,759,888,0,2,1,327,327,0,127,200,1,Bangladesh,"460,56%"
Kushal Malla,Batter,756,870,26,766,1068,65,65,0,33,32,1,Nepal,"464,66%"
MG Bevan,Batter,755,1177,0,0,0,540,540,0,378,162,1,Australia,"390,79%"
G Malla,Batter,753,1145,1,18,19,65,65,0,33,32,0,Nepal,"396,52%"
L Siaka,Batter,749,1013,3,153,202,62,62,0,12,50,1,Papua New Guinea,"424,60%"
LS Greenway,Batter,732,1112,0,0,0,507,507,0,291,216,2,England,"396,75%"
SF Mire,Batter,729,944,11,420,408,277,277,0,66,211,1,Zimbabwe,"435,74%"
H Madavi,Batter,729,1093,0,33,25,489,489,0,226,263,0,Sri Lanka,"399,67%"
Pargat Singh,Batter,722,930,5,84,116,51,51,0,18,33,2,Canada,"436,52%"
GO Jones,Batter,715,883,0,0,0,518,518,0,295,223,2,England,"447,15%"
AT Nidamanuru,Batter,713,781,0,8,6,86,86,0,25,61,1,Netherlands,"476,92%"
SR Mukkamalla,Batter,711,858,0,0,0,62,62,0,29,33,1,United States of America,"453,15%"
Mohammad Mithun,Batter,711,948,0,12,13,334,334,0,131,203,0,Bangladesh,"428,31%"
GD Phillips,Batter,710,749,13,541,547,431,431,0,224,207,1,New Zealand,"485,64%"
R Ashwin,Batter,707,831,166,5228,6358,579,579,0,360,219,3,India,"459,69%"
LJ Wright,Batter,707,838,17,910,1050,517,517,0,295,222,0,England,"456,72%"
JA Morkel,Batter,705,727,50,1736,1900,459,459,0,283,176,3,South Africa,"492,32%"
SO Tikolo,Batter,705,1097,28,919,1089,38,38,0,13,25,0,Kenya,"391,23%"
NND de Silva,Batter,703,1064,3,228,270,497,497,0,231,266,0,Sri Lanka,"397,62%"
B Sharki,Batter,703,1081,0,8,6,65,65,0,33,32,1,Nepal,"394,06%"
BM Duckett,Batter,700,713,0,0,0,487,487,0,280,207,0,England,"495,40%"
Kycia A Knight,Batter,699,1350,0,0,0,423,423,0,164,259,0,West Indies,"341,14%"
PA Patel,Batter,693,884,0,0,0,567,567,0,350,217,0,India,"439,44%"
RM Ghosh,Batter,690,765,0,0,0,556,556,0,344,212,0,India,"474,23%"
SW Billings,Batter,690,768,0,0,0,519,519,0,295,224,0,England,"473,25%"
ZE Green,Batter,686,872,0,0,0,55,55,0,26,29,0,Namibia,"439,74%"
MS Chapman,Batter,684,665,0,0,0,15,15,0,5,10,2,Hong Kong,"507,04%"
HASD Siriwardene,Batter,679,1213,32,1341,1695,497,497,0,231,266,0,Sri Lanka,"358,88%"
Umaima Sohail,Batter,670,1086,18,584,711,463,463,0,223,240,0,Pakistan,"381,11%"
TT Samaraweera,Batter,669,914,1,33,30,500,500,0,232,268,2,Sri Lanka,"422,62%"
GWHM Perera,Batter,668,1177,0,0,0,487,487,0,226,261,0,Sri Lanka,"361,86%"
YH Bhatia,Batter,666,953,0,0,0,568,568,0,351,217,1,India,"411,11%"
CJ Ferguson,Batter,663,795,0,0,0,494,494,0,346,148,1,Australia,"454,73%"
RH Priest,Batter,661,816,0,0,0,412,412,0,215,197,0,New Zealand,"446,92%"
HJH Marshall,Batter,661,980,0,0,0,441,441,0,229,212,2,New Zealand,"402,80%"
L Tucker,Batter,657,856,0,0,0,163,163,0,59,104,0,Ireland,"433,66%"
HC Brook,Batter,653,619,0,0,0,487,487,0,280,207,2,England,"512,56%"
CA Soper,Batter,653,1179,67,1774,2380,63,63,0,12,51,2,Papua New Guinea,"356,25%"
CK Coventry,Batter,645,737,0,0,0,269,269,0,65,204,1,Zimbabwe,"466,71%"
Shafali Verma,Batter,644,813,2,76,87,568,568,0,351,217,0,India,"441,40%"
Sharmin Akhter,Batter,643,1140,0,0,0,325,325,0,126,199,2,Bangladesh,"360,63%"
MADD Surangika,Batter,642,1210,0,0,0,497,497,0,231,266,0,Sri Lanka,"346,65%"
PM Weerakkody,Batter,638,1172,0,0,0,497,497,0,231,266,0,Sri Lanka,"352,29%"
Agha Salman,Batter,637,652,15,622,662,461,461,0,222,239,1,Pakistan,"494,18%"
PSP Handscomb,Batter,632,656,0,0,0,542,542,0,380,162,0,Australia,"489,92%"
C Green,Batter,626,770,21,788,841,526,526,0,366,160,2,Australia,"447,46%"
Gulsan Jha,Batter,625,827,30,937,951,63,63,0,31,32,3,Nepal,"430,14%"
Sompal Kami,Batter,621,866,79,2168,2511,65,65,0,33,32,1,Nepal,"417,34%"
JN Mohammed,Batter,621,929,8,342,442,425,425,0,164,261,1,West Indies,"400,65%"
KT Perkins,Batter,618,838,0,0,0,426,426,0,222,204,0,New Zealand,"423,58%"
JN Frylinck,Batter,615,835,36,938,1298,55,55,0,26,29,3,Namibia,"423,85%"
A Bagai,Batter,614,995,0,0,0,49,49,0,16,33,1,Canada,"380,66%"
H Thaker,Batter,612,916,22,617,882,51,51,0,18,33,4,Canada,"400,52%"
JF Mooney,Batter,610,746,37,1119,1242,164,164,0,60,104,0,Ireland,"449,85%"
Khaled Mashud,Batter,605,1139,0,0,0,346,346,0,134,212,0,Bangladesh,"346,70%"
PL Mommsen,Batter,601,786,0,0,0,100,100,0,53,47,1,Scotland,"433,31%"
Kyshona A Knight,Batter,597,1244,0,32,26,428,428,0,165,263,0,West Indies,"323,93%"
RN ten Doeschate,Batter,594,682,20,654,711,73,73,0,22,51,2,Netherlands,"465,52%"
J Botha,Batter,594,718,77,2839,3673,459,459,0,283,176,0,South Africa,"452,40%"
BMAJ Mendis,Batter,593,741,31,1199,1394,511,511,0,237,274,1,Sri Lanka,"444,19%"
JM Vince,Batter,590,682,1,38,43,519,519,0,295,224,1,England,"463,11%"
N de Klerk,Batter,589,817,53,1362,1702,471,471,0,290,181,2,South Africa,"418,03%"
Aayan Afzal Khan,Batter,585,791,43,1202,1801,99,99,0,34,65,3,United Arab Emirates,"424,84%"
FH Allen,Batter,582,637,0,0,0,431,431,0,224,207,1,New Zealand,"477,05%"
P Vastrakar,Batter,579,671,29,1049,1155,568,568,0,351,217,1,India,"463,20%"
TLW Cooper,Batter,576,776,6,282,315,73,73,0,22,51,0,Netherlands,"424,78%"
WD Parnell,Batter,574,743,110,3090,3340,461,461,0,284,177,4,South Africa,"435,84%"
BJ Watling,Batter,573,860,0,0,0,440,440,0,228,212,0,New Zealand,"398,75%"
WPUJC Vaas,Batter,569,845,118,3317,4806,509,509,0,236,273,4,Sri Lanka,"402,12%"
AR Patel,Batter,568,631,67,2117,2804,580,580,0,360,220,1,India,"473,73%"
L Winfield,Batter,564,797,0,0,0,455,455,0,261,194,0,England,"413,79%"
H Deol,Batter,561,733,2,69,87,568,568,0,351,217,2,India,"433,20%"
MK Pandey,Batter,558,624,0,0,0,559,559,0,347,212,1,India,"472,08%"
DD Ebrahim,Batter,555,1050,0,5,2,265,265,0,64,201,0,Zimbabwe,"345,79%"
Abdullah Shafique,Batter,554,689,0,0,0,445,445,0,217,228,0,Pakistan,"445,34%"
Afif Hossain,Batter,548,631,3,108,105,329,329,0,127,202,1,Bangladesh,"464,41%"
N Deonarine,Batter,546,873,4,368,399,369,369,0,144,225,1,West Indies,"383,97%"
Babar Hayat,Batter,539,749,0,9,6,16,16,0,5,11,3,Hong Kong,"418,15%"
CA Henry,Batter,537,703,33,1105,1354,417,417,0,162,255,1,West Indies,"432,72%"
Sandeep Goud,Batter,535,766,0,80,91,52,52,0,27,25,1,Oman,"411,22%"
L Louwrens,Batter,535,918,0,0,0,55,55,0,26,29,0,Namibia,"367,70%"
JL Jonassen,Batter,533,632,136,2375,3541,527,527,0,367,160,2,Australia,"457,12%"
Imran Nazir,Batter,531,604,0,0,0,453,453,0,220,233,1,Pakistan,"467,43%"
J Mubarak,Batter,531,833,1,44,51,499,499,0,232,267,1,Sri Lanka,"389,30%"
CR Brathwaite,Batter,527,613,46,1647,1725,418,418,0,162,256,0,West Indies,"461,88%"
Mosaddek Hossain,Batter,524,655,16,904,1016,334,334,0,131,203,1,Bangladesh,"444,44%"
RJ Peterson,Batter,523,636,76,2280,2798,463,463,0,284,179,0,South Africa,"451,25%"
JP Inglis,Batter,521,525,0,0,0,526,526,0,366,160,0,Australia,"498,09%"
Nain Abidi,Batter,521,955,0,0,0,456,456,0,221,235,0,Pakistan,"352,74%"
PJ Moor,Batter,520,781,0,0,0,277,277,0,66,211,1,Zimbabwe,"399,69%"
K Doriga,Batter,520,927,0,0,0,63,63,0,12,51,0,Papua New Guinea,"359,12%"
MA Vermeulen,Batter,517,796,0,0,0,265,265,0,64,201,1,Zimbabwe,"393,46%"
BJ Hodge,Batter,516,583,1,51,66,522,522,0,363,159,1,Australia,"469,52%"
CD Wallace,Batter,515,598,0,0,0,101,101,0,54,47,0,Scotland,"461,88%"
SV Samson,Batter,510,527,0,0,0,580,580,0,360,220,2,India,"491,80%"
Nizakat Khan,Batter,508,628,3,89,110,16,16,0,5,11,0,Hong Kong,"444,44%"
SL Malinga,Batter,508,701,343,9518,10803,511,511,0,237,274,7,Sri Lanka,"419,83%"
LV van Beek,Batter,505,610,50,1619,1759,86,86,0,25,61,1,Netherlands,"452,91%"
AN Petersen,Batter,498,610,0,7,9,456,456,0,280,176,0,South Africa,"449,05%"
SE Rutherford,Batter,497,450,3,161,115,358,358,0,140,218,1,West Indies,"524,82%"
Shayan Jahangir,Batter,497,583,0,0,0,64,64,0,30,34,0,United States of America,"460,19%"
Mominul Haque,Batter,495,671,6,137,157,341,341,0,133,208,0,Bangladesh,"423,80%"
SM Sharif,Batter,492,705,89,2497,3099,101,101,0,54,47,2,Scotland,"411,03%"
JWM Dalrymple,Batter,487,677,15,686,868,508,508,0,291,217,0,England,"418,38%"
AA Obanda,Batter,487,704,0,0,0,39,39,0,13,26,0,Kenya,"408,56%"
LR Down,Batter,486,799,0,0,0,433,433,0,225,208,1,New Zealand,"377,62%"
Fatima Sana,Batter,484,696,59,1626,1772,463,463,0,223,240,2,Pakistan,"409,82%"
NR Kirton,Batter,483,651,4,77,114,51,51,0,18,33,1,Canada,"425,55%"
ME Bouchier,Batter,482,466,0,0,0,504,504,0,289,215,1,England,"508,44%"
RS Williams,Batter,477,1032,0,0,0,417,417,0,162,255,0,West Indies,"316,10%"
K Verreynne,Batter,476,546,0,0,0,458,458,0,282,176,0,South Africa,"465,30%"
SW Ambris,Batter,473,505,0,0,0,409,409,0,158,251,1,West Indies,"482,16%"
N Chantam,Batter,473,689,0,0,0,9,9,0,8,1,3,Thailand,"406,71%"
WG Jacks,Batter,468,477,5,229,240,495,495,0,284,211,1,England,"494,71%"
EJ Villani,Batter,468,606,6,216,222,527,527,0,367,160,1,Australia,"435,75%"
MA Ouma,Batter,468,855,0,0,0,37,37,0,12,25,0,Kenya,"353,74%"
Javed Omar,Batter,468,967,0,0,0,343,343,0,134,209,0,Bangladesh,"325,23%"
Karan KC,Batter,457,549,81,1972,2323,65,65,0,33,32,4,Nepal,"453,82%"
AR Nurse,Batter,454,464,44,2009,2187,425,425,0,164,261,1,West Indies,"494,55%"
GS Ballance,Batter,454,647,0,0,0,511,511,0,291,220,0,England,"411,98%"
JE Cameron,Batter,452,601,0,0,0,497,497,0,348,149,1,Australia,"429,25%"
JL Denly,Batter,446,645,1,101,104,496,496,0,284,212,0,England,"408,05%"
Pratika Rawal,Batter,444,496,2,63,54,366,366,0,215,151,2,India,"472,34%"
Ghulam Shabber,Batter,444,716,0,0,0,93,93,0,31,62,0,United Arab Emirates,"381,77%"
JM Davison,Batter,443,393,19,513,630,49,49,0,16,33,3,Canada,"527,38%"
S Lamichhane,Batter,440,500,120,2185,2942,65,65,0,33,32,4,Nepal,"468,09%"
A Johnson,Batter,438,460,0,14,24,51,51,0,18,33,0,Canada,"487,75%"
H Hiri,Batter,435,794,3,114,103,63,63,0,12,51,0,Papua New Guinea,"353,66%"
Murshida Khatun,Batter,429,780,0,0,0,333,333,0,130,203,1,Bangladesh,"354,55%"
A Ndiraya,Batter,428,624,1,16,26,270,270,0,65,205,1,Zimbabwe,"406,46%"
CG Williams,Batter,427,550,5,201,264,52,52,0,25,27,1,Namibia,"437,05%"
MN van Wyk,Batter,425,631,0,0,0,457,457,0,281,176,0,South Africa,"402,46%"
S Prasanna,Batter,421,460,33,1742,1936,507,507,0,236,271,0,Sri Lanka,"477,87%"
SMA Priyanjan,Batter,420,533,7,236,270,508,508,0,236,272,0,Sri Lanka,"440,71%"
PW Borren,Batter,413,463,6,442,494,73,73,0,22,51,0,Netherlands,"471,46%"
FC Wilson,Batter,412,441,0,0,0,498,498,0,286,212,0,England,"483,00%"
V Krishnamurthy,Batter,410,475,3,58,113,561,561,0,347,214,0,India,"463,28%"
RD Shah,Batter,407,647,0,0,0,38,38,0,13,25,0,Kenya,"386,15%"
Ayesha Zafar,Batter,407,764,0,18,27,463,463,0,223,240,0,Pakistan,"347,27%"
Simi Singh,Batter,406,517,30,615,958,151,151,0,53,98,1,Ireland,"439,87%"
RMVD Gunaratne,Batter,401,573,0,0,0,489,489,0,226,263,0,Sri Lanka,"411,70%"
Ali Naseer,Batter,396,399,23,667,701,99,99,0,34,65,0,United Arab Emirates,"497,49%"
EL Lamb,Batter,396,473,3,96,110,513,513,0,292,221,1,England,"455,17%"
T Mishra,Batter,395,564,0,0,0,39,39,0,13,26,1,Kenya,"411,89%"
MAA Sanjeewani,Batter,395,699,0,0,0,497,497,0,231,266,0,Sri Lanka,"361,06%"
AB Barath,Batter,394,629,0,0,0,400,400,0,155,245,0,West Indies,"385,14%"
MW Machan,Batter,393,497,4,223,226,100,100,0,53,47,0,Scotland,"441,57%"
Suraj Kumar,Batter,392,524,0,0,0,52,52,0,27,25,0,Oman,"427,95%"
PA de Silva,Batter,390,487,14,487,572,509,509,0,236,273,0,Sri Lanka,"444,19%"
CM McBride,Batter,386,548,4,102,145,82,82,0,44,38,1,Scotland,"413,28%"
MA Jones,Batter,385,582,0,0,0,96,96,0,51,45,0,Scotland,"398,14%"
CS Baugh,Batter,382,563,0,0,0,422,422,0,163,259,0,West Indies,"403,81%"
T de Zorzi,Batter,381,399,0,0,0,472,472,0,291,181,1,South Africa,"488,46%"
J Gumbie,Batter,379,581,0,0,0,273,273,0,66,207,0,Zimbabwe,"394,79%"
XM Marshall,Batter,379,677,0,5,4,61,61,0,29,32,0,United States of America,"358,22%"
M Mupachikwa,Batter,376,675,0,0,0,270,270,0,65,205,2,Zimbabwe,"357,75%"
Asif Ali,Batter,375,317,0,9,5,446,446,0,218,228,0,Pakistan,"541,91%"
PJ Forrest,Batter,368,577,0,0,0,532,532,0,371,161,0,Australia,"389,42%"
MS Sinclair,Batter,367,566,0,0,0,425,425,0,222,203,0,New Zealand,"390,84%"
DW Steyn,Batter,365,592,212,5202,6388,469,469,0,289,180,6,South Africa,"381,40%"
Tanzid Hasan,Batter,364,360,0,0,0,327,327,0,127,200,0,Bangladesh,"502,76%"
KM Dabengwa,Batter,364,631,15,647,715,264,264,0,64,200,0,Zimbabwe,"363,64%"
SP Narine,Batter,363,455,99,2445,3554,427,427,0,165,262,6,West Indies,"443,22%"
DT Johnston,Batter,361,473,39,1133,1508,164,164,0,60,104,1,Ireland,"432,34%"
CB Wishart,Batter,361,496,0,0,0,233,233,0,57,176,1,Zimbabwe,"421,24%"
DG Brownlie,Batter,361,500,0,0,0,432,432,0,225,207,0,New Zealand,"419,28%"
Naseem Khushi,Batter,360,335,0,0,0,51,51,0,27,24,0,Oman,"517,99%"
MDN Hansika,Batter,357,748,0,0,0,497,497,0,231,266,0,Sri Lanka,"322,49%"
A Bosch,Batter,355,481,1,134,159,453,453,0,278,175,2,South Africa,"424,13%"
J Nkomo,Batter,354,553,25,431,714,270,270,0,65,205,1,Zimbabwe,"389,44%"
MDT Kamini,Batter,353,556,0,31,31,514,514,0,318,196,2,India,"387,49%"
R Trumpelmann,Batter,350,441,56,1324,1773,55,55,0,26,29,2,Namibia,"441,92%"
SJ Myburgh,Batter,347,466,0,0,0,78,78,0,23,55,1,Netherlands,"426,29%"
Rumana Ahmed,Batter,346,683,26,669,951,301,301,0,109,192,1,Bangladesh,"336,25%"
AA Alleyne,Batter,341,568,30,834,1021,417,417,0,162,255,0,West Indies,"375,14%"
LMM Tahuhu,Batter,340,395,98,2511,3276,433,433,0,225,208,0,New Zealand,"462,59%"
NV Knight,Batter,339,483,0,0,0,457,457,0,262,195,0,England,"411,91%"
M Vijay,Batter,339,516,1,38,38,579,579,0,360,219,1,India,"396,49%"
B Cooper,Batter,339,581,0,0,0,365,365,0,143,222,0,West Indies,"367,68%"
R Rampaul,Batter,338,450,115,3136,3703,422,422,0,163,259,2,West Indies,"428,93%"
Rashid Latif,Batter,335,408,0,0,0,426,426,0,209,217,0,Pakistan,"450,87%"
SS Pathirana,Batter,332,399,16,724,776,498,498,0,231,267,0,Sri Lanka,"454,17%"
A Flower,Batter,332,472,0,0,0,233,233,0,57,176,0,Zimbabwe,"412,42%"
HM Rowe,Batter,332,501,58,1603,2075,433,433,0,225,208,1,New Zealand,"398,56%"
I Kaia,Batter,332,520,0,22,28,273,273,0,66,207,0,Zimbabwe,"389,67%"
HP Tillakaratne,Batter,332,562,0,0,0,509,509,0,236,273,0,Sri Lanka,"371,36%"
KA Edwards,Batter,331,510,0,0,0,422,422,0,163,259,0,West Indies,"393,58%"
D Khanal,Batter,329,482,0,20,18,65,65,0,33,32,0,Nepal,"405,17%"
Adnan Mufti,Batter,328,413,0,0,0,89,89,0,31,58,1,United Arab Emirates,"442,65%"
SS Weerakkody,Batter,328,521,28,826,1122,497,497,0,231,266,0,Sri Lanka,"386,34%"
SA Engelbrecht,Batter,327,519,0,17,12,89,89,0,28,61,0,Netherlands,"386,52%"
CN Ackermann,Batter,326,434,15,448,553,86,86,0,25,61,0,Netherlands,"428,95%"
MH Yardy,Batter,326,490,20,1052,1289,491,491,0,282,209,0,England,"399,51%"
SJ Baard,Batter,326,567,0,0,0,55,55,0,26,29,0,Namibia,"365,06%"
Sidra Nawaz,Batter,325,666,0,0,0,463,463,0,223,240,0,Pakistan,"327,62%"
MO Odumbe,Batter,324,363,7,307,364,38,38,0,13,25,1,Kenya,"471,62%"
S Movva,Batter,324,482,0,0,0,51,51,0,18,33,0,Canada,"401,49%"
A Sharma,Batter,323,468,4,183,273,99,99,0,34,65,1,United Arab Emirates,"408,34%"
MR Aguilleira,Batter,323,598,0,0,0,428,428,0,165,263,0,West Indies,"350,33%"
AC Agar,Batter,322,400,22,970,1107,512,512,0,356,156,1,Australia,"445,37%"
MR Meshram,Batter,322,571,0,51,86,562,562,0,348,214,1,India,"360,58%"
DA Gunawardene,Batter,322,591,0,0,0,476,476,0,221,255,0,Sri Lanka,"352,30%"
AK Sah,Batter,320,365,0,0,0,62,62,0,31,31,1,Nepal,"467,15%"
R Mutumbami,Batter,319,447,0,0,0,276,276,0,66,210,0,Zimbabwe,"416,45%"
JP Kotze,Batter,316,449,0,0,0,54,54,0,25,29,0,Namibia,"413,07%"
Washington Sundar,Batter,315,386,23,631,807,519,519,0,323,196,0,India,"449,36%"
LM Jongwe,Batter,315,398,28,1083,1126,273,273,0,66,207,0,Zimbabwe,"441,80%"
D la Cock,Batter,313,475,0,9,12,55,55,0,26,29,0,Namibia,"395,70%"
KAJ Roach,Batter,308,610,132,3775,4472,427,427,0,165,262,3,West Indies,"335,51%"
A Athanaze,Batter,306,378,1,19,26,412,412,0,160,252,0,West Indies,"447,37%"
ADS Fletcher,Batter,305,503,0,26,28,404,404,0,157,247,0,West Indies,"377,48%"
Shamima Sultana,Batter,304,540,0,0,0,333,333,0,130,203,0,Bangladesh,"359,76%"
TK Curran,Batter,303,332,38,1315,1340,481,481,0,276,205,1,England,"477,17%"
DO Obuya,Batter,302,583,0,0,0,39,39,0,13,26,0,Kenya,"341,24%"
LE Bosman,Batter,301,318,0,0,0,440,440,0,272,168,0,South Africa,"486,27%"
KE Bryce,Batter,301,358,6,101,173,97,97,0,52,45,0,Scotland,"456,75%"
AR White,Batter,301,498,10,253,328,164,164,0,60,104,0,Ireland,"376,72%"
PA Nixon,Batter,297,351,0,0,0,509,509,0,291,218,0,England,"457,63%"
NS Dhaliwal,Batter,295,523,0,20,6,51,51,0,18,33,1,Canada,"360,64%"
L Winfield-Hill,Batter,294,474,0,0,0,500,500,0,287,213,0,England,"382,81%"
DLS van Bunge,Batter,293,519,6,181,154,75,75,0,22,53,0,Netherlands,"359,95%"
C Brits,Batter,292,421,0,5,9,389,389,0,238,151,2,South Africa,"408,96%"
SMSM Senanayake,Batter,290,321,60,1892,2384,506,506,0,236,270,1,Sri Lanka,"474,63%"
MV Waldron,Batter,290,639,0,0,0,160,160,0,56,104,0,Ireland,"312,16%"
B de Leede,Batter,289,435,0,0,0,85,85,0,25,60,0,Netherlands,"399,17%"
AJ Stewart,Batter,287,409,0,0,0,457,457,0,262,195,0,England,"411,76%"
MK Tiwary,Batter,287,412,5,150,136,536,536,0,331,205,1,India,"410,59%"
AF Giles,Batter,286,390,38,1144,1628,518,518,0,295,223,0,England,"421,83%"
DN Wellalage,Batter,285,380,27,909,1040,490,490,0,227,263,2,Sri Lanka,"427,93%"
Saud Shakeel,Batter,283,328,1,37,47,291,291,0,145,146,1,Pakistan,"463,18%"
A Capsey,Batter,283,395,8,218,289,513,513,0,292,221,0,England,"417,40%"
PRCS Kumarihami,Batter,283,764,3,255,347,487,487,0,226,261,0,Sri Lanka,"269,78%"
Kashif Daud,Batter,282,318,17,495,676,94,94,0,32,62,2,United Arab Emirates,"470,00%"
ASS Fletcher,Batter,282,434,61,1526,2041,428,428,0,165,263,0,West Indies,"392,76%"
S Dhaniram,Batter,281,316,23,408,552,42,42,0,12,30,2,Canada,"470,69%"
S Chattergoon,Batter,281,441,0,30,42,408,408,0,157,251,0,West Indies,"389,20%"
ES Szwarczynski,Batter,281,482,0,0,0,73,73,0,22,51,0,Netherlands,"368,28%"
CS Mugeri-Tiripano,Batter,280,378,0,0,0,268,268,0,64,204,0,Zimbabwe,"424,89%"
S Randiv,Batter,280,390,38,1240,1447,507,507,0,236,271,1,Sri Lanka,"417,91%"
Hannan Sarkar,Batter,280,537,0,13,3,340,340,0,132,208,0,Bangladesh,"342,30%"
SK Patel,Batter,278,379,0,0,0,63,63,0,29,34,1,United States of America,"423,14%"
MD Dai,Batter,277,367,13,387,545,49,49,0,9,40,0,Papua New Guinea,"428,13%"
S Horley,Batter,276,356,9,80,136,79,79,0,43,36,3,Scotland,"436,71%"
Moin Khan,Batter,274,318,0,0,0,448,448,0,219,229,0,Pakistan,"462,84%"
DT Christian,Batter,273,313,21,605,739,532,532,0,371,161,0,Australia,"465,08%"
PS Punia,Batter,273,503,0,0,0,552,552,0,340,212,1,India,"348,66%"
S Ismail,Batter,273,551,142,2821,4242,471,471,0,290,181,7,South Africa,"331,31%"
GH Worker,Batter,272,389,0,5,6,415,415,0,218,197,0,New Zealand,"411,50%"
Umar Amin,Batter,271,408,0,24,42,460,460,0,222,238,0,Pakistan,"395,62%"
MJ Henry,Batter,268,294,155,3810,4452,437,437,0,227,210,6,New Zealand,"476,87%"
G Toka,Batter,268,496,3,111,102,63,63,0,12,51,0,Papua New Guinea,"350,79%"
TA Blundell,Batter,266,309,0,0,0,416,416,0,219,197,0,New Zealand,"461,81%"
Shamsur Rahman,Batter,266,357,0,13,6,303,303,0,110,193,1,Bangladesh,"426,97%"
B Bezuidenhout,Batter,266,370,0,0,0,433,433,0,225,208,0,New Zealand,"418,24%"
AJ Hosein,Batter,266,375,60,1709,2132,407,407,0,157,250,0,West Indies,"414,98%"
AC Botha,Batter,265,419,16,424,597,152,152,0,53,99,0,Ireland,"387,43%"
B Bhandari,Batter,265,443,0,0,0,60,60,0,30,30,0,Nepal,"373,77%"
AR Cusack,Batter,264,422,34,866,1009,164,164,0,60,104,1,Ireland,"384,28%"
LA Marsh,Batter,264,465,53,1414,2048,489,489,0,282,207,1,England,"362,14%"
Diana Baig,Batter,262,380,43,1683,2121,463,463,0,223,240,0,Pakistan,"407,47%"
M Musonda,Batter,262,405,0,0,0,270,270,0,65,205,1,Zimbabwe,"392,80%"
Sadaf Shamas,Batter,262,496,0,0,0,434,434,0,212,222,0,Pakistan,"345,19%"
